time,theta,Cd,Cip
7.232,0.065095645,-0.001429221,0.069056302
7.236,0.064360161,-0.001026854,0.070254695
7.24,0.063614513,-0.000342688,0.071543813
7.244,0.06285882,0.000000963,0.072768702
7.248,0.062093201,0.000667233,0.074029761
7.252,0.061317777,0.001271231,0.075281287
7.256,0.06053267,0.001436705,0.076452999
7.26,0.059738004,0.001986919,0.077660015
7.264,0.058933905,0.002608151,0.078911735
7.268,0.0581205,0.002869409,0.080160451
7.272,0.057297916,0.003450209,0.08115333
7.276,0.056466285,0.004339858,0.082354575
7.28,0.055625737,0.004896899,0.083462606
7.284,0.054776405,0.005591537,0.084512709
7.288,0.053918423,0.006389577,0.085659361
7.292,0.053051926,0.007311637,0.086795614
7.296,0.052177053,0.007907294,0.087869115
7.3,0.05129394,0.008435962,0.088876476
7.304,0.050402727,0.009089624,0.089850466
7.308,0.049503554,0.009719324,0.090798999
7.312,0.048596565,0.01040487,0.091728426
7.316,0.047681902,0.010776514,0.092703538
7.32,0.046759709,0.011403905,0.09355151
7.324,0.045830132,0.011995182,0.094386369
7.328,0.044893318,0.013144757,0.095213906
7.332,0.043949415,0.014026387,0.095988846
7.336,0.042998572,0.01491568,0.096880847
7.34,0.042040939,0.015976754,0.097595685
7.344,0.041076667,0.016755256,0.098477664
7.348,0.040105909,0.017502786,0.099053418
7.352,0.039128817,0.018135254,0.099738067
7.356,0.038145547,0.01874433,0.100320048
7.36,0.037156252,0.019652224,0.100948193
7.364,0.036161091,0.020143583,0.101471299
7.368,0.035160219,0.020895482,0.101947253
7.372,0.034153795,0.021723121,0.102489188
7.376,0.033141978,0.022759446,0.102796334
7.38,0.032124927,0.023843802,0.103044992
7.384,0.031102804,0.02476214,0.103473886
7.388,0.030075769,0.025642198,0.103663617
7.392,0.029043984,0.026663041,0.103883563
7.396,0.028007613,0.027508622,0.104183195
7.4,0.02696682,0.028480996,0.104494373
7.404,0.025921768,0.028729468,0.10460935
7.408,0.024872623,0.029444098,0.104763862
7.412,0.02381955,0.029772999,0.104719988
7.416,0.022762715,0.031212418,0.104972356
7.42,0.021702287,0.031715724,0.104687627
7.424,0.020638431,0.033100191,0.104845969
7.428,0.019571316,0.034052933,0.10491435
7.432,0.01850111,0.035115962,0.104935051
7.436,0.017427983,0.035855492,0.104764844
7.44,0.016352104,0.036512411,0.104769673
7.444,0.015273643,0.037034945,0.104426891
7.448,0.01419277,0.037390846,0.104042028
7.452,0.013109656,0.038017825,0.103677648
7.456,0.012024471,0.038957792,0.103422083
7.46,0.010937388,0.040196077,0.103139829
7.464,0.009848577,0.041083767,0.102661692
7.468,0.008758212,0.042061331,0.102194282
7.472,0.007666463,0.043066889,0.102002624
7.476,0.006573504,0.043990034,0.101331646
7.48,0.005479506,0.043970215,0.100677769
7.484,0.004384644,0.044381007,0.100164932
7.488,0.003289089,0.045032806,0.09945194
7.492,0.002193014,0.045444978,0.098610093
7.496,0.001096594,0.046627677,0.097962802
7.5,-1.73E-10,0.047497534,0.097266528
